publishedAt,platfrom,authorDisplayName,likeCount,textDisplay,label
07/01/2025,tiktok,zackrosinante,0,kerja kerja kerja makan makan makan,negatif
07/01/2025,tiktok,hastinelineahyuni,0,btul masihbbnyk laper makan dar knyangvajq ttp kenyang gizi masihbjauh,positif
07/01/2025,tiktok,andrehayoto,0,niat makan gratis syukur senang,positif
07/01/2025,tiktok,moza.sutanto,0,banyaj bicara,negatif
07/01/2025,tiktok,user7225487052865,0,anda makan gratis anak anak sekolah dibagiin uwang hari rupiah,negatif
07/01/2025,tiktok,yani1231233,0,subhanallah sukses papa bowo,positif
07/01/2025,tiktok,user7810835231527,0,anak makan gratis anak bekal rumah,negatif
07/01/2025,tiktok,zlarlahrrzuioplkhcrwzb,0,pisang enak,negatif
07/01/2025,tiktok,sujak756,0,bansos ganti serba gerat gangur gaji makan gerat buang uang sisi mahal,negatif
07/01/2025,tiktok,sujak756,0,salah cuman salah sasar buang uang makan uang miyak murah sembilan bahan pokok murah sekolah gerat,negatif
07/01/2025,tiktok,yatipriyati34,0,makan gratis ribet lebih baik uang diikasih tua,negatif
07/01/2025,tiktok,asverj_47,0,makan paket ceban,negatif
07/01/2025,tiktok,itsdyaa06,0,terima kasih prabowo lombok mataram segera nggeh hidup jahat kelamin prabowo,positif
07/01/2025,tiktok,user52509307513407,0,kali motor jalan bensinta manusia mikir perut laper makan ngomong pekook,positif
07/01/2025,tiktok,aritanjung196,0,tugas utama perintah jamin aman warga menjamain lapang kerja penuh sekolah makan sehat rumah gratis otomatis atas,positif
07/01/2025,tiktok,ipungnia279,0,makan gratis miskin appn makan cipta lapang kerja masyarakat sejahtera anak makan enak,positif
07/01/2025,tiktok,yulianus.limong,0,guru makan gratis alih perlu guru,negatif
07/01/2025,tiktok,suryaloka28,0,programu urus ragu,netral
07/01/2025,tiktok,whsushshshhsjsy_,0,apa makan bantu syukur terima kasih gemoy ku,positif
06/01/2025,tiktok,iin.rindra,0,amin ahamdulillah,positif
06/01/2025,tiktok,balibisnis,0,internet makan,positif
06/01/2025,tiktok,jokosadono394,0,pintar bikin program efisien cerdas boros peluang korupsi hebat mkn gratis,negatif
06/01/2025,tiktok,ahmad.nur.salim80,0,gebrak presiden wow,netral
06/01/2025,tiktok,mamang3799,0,moga sukses prabowo gibran,positif
06/01/2025,tiktok,hayaidesu002,0,pki puja bipang kedok ijasah palsu omon omon banyak makan fufufafa,negatif
06/01/2025,tiktok,w.40.de,0,makan tanggung tugas perintah berantas korupsi cipta lapang kerja,negatif
06/01/2025,tiktok,didin94365,0,food estate lupa tel anggar,negatif
06/01/2025,tiktok,nayyaraagatha2,0,bom presiden anak anak makan,negatif
06/01/2025,tiktok,kang_santri721,0,mndingan kasih makn mncari mkn tong sampah,negatif
06/01/2025,tiktok,radhiefach,0,makan anak anak tua sarap rumah,negatif
06/01/2025,tiktok,dawalaida,0,program makan wlau mewah maling uang bikin program brmanfaat bikin lahan tuk maling bos,negatif
06/01/2025,tiktok,sanjaya.ahmad0,0,program jalan daerah anggar semntara ambil daerah wajar kurang lemah hujat,netral
06/01/2025,tiktok,eriariantory,0,anak suka ikan menu ikan apkah paksa makan ikan kurang program uang kasih ortunya masak anak,negatif
06/01/2025,tiktok,yayah.jelita.salo,0,ayam enak salahkn persiden salahkn masak,netral
06/01/2025,tiktok,reza_kusuma_nugraha,0,prabowo kasih nasi book,netral
06/01/2025,tiktok,wahyu.din794,0,salam hormat,positif
07/01/2025,tiktok,sulasmi4917,0,betol prabowo,positif
06/01/2025,tiktok,taduleka,0,tani tri didik rekrut jahat kelamin arah mana indonesia,negatif
06/01/2025,tiktok,mianiharti,0,miskin makan didik gerat pereseden,negatif
06/01/2025,tiktok,pro.planetaria,0,bicara makan gratis guna hidup kawasan elit bicara bahan indonesia anak tahan lapar hari,positif
06/01/2025,tiktok,widi9558,0,alhamdulillah program probowo laksana,positif
06/01/2025,tiktok,maruwiya.muya,0,bikin usaha modal kali kirim sms cair kirim admin lebi uang,netral
06/01/2025,tiktok,ari.sobari3,0,harves moies hukum,netral
06/01/2025,tiktok,ibnumasub,0,penting sekolah,negatif
07/01/2025,tiktok,ibnumasub,0,sekolah mh makan makan,negatif
06/01/2025,tiktok,arizalvalent,0,makan klu mkn mati tolong didik gerat miskin,negatif
06/01/2025,tiktok,edy682255,0,duga bisnis,negatif
06/01/2025,tiktok,sempurn780,0,nasi ribu keren atas mslah,negatif
06/01/2025,tiktok,davidagrizal,0,bijak,positif
06/01/2025,tiktok,misbun46,0,internet gratis pendidkkan gratis gratis,netral
06/01/2025,tiktok,johan.johan4000,0,usul sragam gratis th x sangaat manfaat murid wali murid mkn gratis bikin kotor sumua anak makan saji,netral
06/01/2025,tiktok,novitajuli,0,anak anak sekolah ade semangat ajar serius,positif
08/01/2025,tiktok,hao_susan,0,saran ya pilih daera lapar perkotan anak pilih mknnya drpd buang nga mkn habis syang nasi,netral
08/01/2025,tiktok,adamganteng006,0,kota dumai riau makan garatis byak susah masrsyarakat,negatif
08/01/2025,tiktok,khairyyjohann1972,0,internet gratis korupsi tri didik periksa,negatif
08/01/2025,tiktok,umt74_,0,sekolah gratis bensin subsidi sembilan bahan pokok murah top,negatif
08/01/2025,tiktok,nekchik54,0,daun kelor hina rakyat miskin perintah makan rakyat makan gizi makan sia buang,negatif
08/01/2025,tiktok,kambingunta,0,sekolah negeri gratis,netral
08/01/2025,tiktok,aldevaro271121,0,tolong pa didik ringan makan tuju,negatif
08/01/2025,tiktok,ibrahim696768,0,gizi nasi lauk daun ubi pisang kcng buncis ikn tongkol mkn makan,negatif
08/01/2025,tiktok,warsih1493,0,sembilan bahan pokok murah,negatif
08/01/2025,tiktok,kangkungkaret,0,lebih baik turunin harga sembilan bahan pokok ortunya bikin bekal sesuai harga jangkau gin bikin celah korupsi bikin anak trauma denger makan gratis bayangin anak sd kasih makan gin trauma,negatif
08/01/2025,tiktok,berlionberly,0,gratis biaya sekolah hebat tambah beban bayar tenaga kerja,negatif
08/01/2025,tiktok,wicitra123,0,presiden miskin kasih makan,positif
08/01/2025,tiktok,wicitra123,0,mantap,positif
08/01/2025,tiktok,damar_234wln,0,gratis listrik,negatif
08/01/2025,tiktok,gunturpatigeni,0,ngk rata yogyakarta mkn gratis,negatif
08/01/2025,tiktok,nyoman.oka1,0,debat kusir internet gratis makan gratis didik gratis benar desak untukanak indonesia makan gratis,positif
08/01/2025,tiktok,novi169530,0,maafpak anak sekolah dpat makan anak jalan sekolah jatah makan gratis,netral
08/01/2025,tiktok,umiii691,0,smog amanah jahat kelamin presiden,positif
08/01/2025,tiktok,umiii691,0,samapi jual sawah waris biaya didik sht bsar dar makan jahat kelamin anak balita posyandu kasih makan doyan jahat kelamin mau anak susu nasi sayur,negatif
08/01/2025,tiktok,umiii691,0,maksud didik spp jahat kelamin lebih baik gratiskn buku lks sragam janda kaum buruh anak pintar biaya mahal jahat kelamin,netral
08/01/2025,tiktok,user2337149029722,0,duit tua transparan drp mkn sekolah,negatif
08/01/2025,tiktok,_agus1202,0,daerah makan gratis,negatif
08/01/2025,tiktok,yati.olshop2,0,presiden makan gratis,negatif
08/01/2025,tiktok,ha.bibahh,0,dasar indonesia banyak syukur,positif
08/01/2025,tiktok,arkamaulanamaul61,0,reel omon omon,negatif
08/01/2025,tiktok,intan.kusuma.dewi6,0,kota cirebon makan gratis kota cirebon makan bayar,negatif
08/01/2025,tiktok,ameliaoioijr,0,makan gratis menu kaya daging laut susu sapi buah gurame kepiting sifut pizza sekolah,negatif
08/01/2025,tiktok,siti.koiriyah61,0,makan gratis anak sekolah makan,positif
08/01/2025,tiktok,siti.koiriyah61,0,alhamdulillah terima kasih,positif
08/01/2025,tiktok,cifv77,0,maaf ye cari makan anak istri maaf ye anti bansos nkri butuh butuh benah uud adil sejahtera tara rakyat rakyat,negatif
08/01/2025,tiktok,syakirayunda,0,sekolah gratiss,negatif
08/01/2025,tiktok,rianfrayadi,0,wkwkw ntb bowo,negatif
08/01/2025,tiktok,nur_hayati761,0,menu anak suka,negatif
08/01/2025,tiktok,yanzzop41,0,makan siang gratis,negatif
08/01/2025,tiktok,ade82gunawan,0,sasar empuk partai kontraktor mafia proyek anggar ribu porsi nilai makan ribu porsi,negatif
08/01/2025,tiktok,iis849,0,makan,negatif
08/01/2025,tiktok,initus12,0,jahat kelamin beli terima kasih duwet bersukr,positif
08/01/2025,tiktok,user967905268867,0,prabowo salut prabowo gibran hebat moga dua sehat sehat walafiat,positif
08/01/2025,tiktok,firmansya3484,0,arus mkn mkn mati,negatif
08/01/2025,tiktok,oeisamuel9590,0,rh prabiwo makan gizi,negatif
08/01/2025,tiktok,mmhzareyza1,0,daerah cikarang tambelang kampung makan gratis,negatif
08/01/2025,tiktok,tina031181,0,mkn gerat sekolah sd smp gerat,positif
08/01/2025,tiktok,ika.cen,0,bayar,negatif
08/01/2025,tiktok,ink.lia,0,jahat kelamin koropsi masak anak kasih tempe mie,negatif
08/01/2025,tiktok,meldonmofu7314205484297,0,terima kasih presiden,positif
08/01/2025,tiktok,tgkichwan,0,program peumerintah gagal,negatif
08/01/2025,tiktok,lusiananainggolan2,0,data perintah daerah anak gizi buruk fokus kesana makan gratis apbn boncos drpd utang pajak repot,negatif
08/01/2025,tiktok,ayurahayupuspita,0,,positif
08/01/2025,tiktok,liecenni27,0,makan gratis ribu rba genah kasih makan,negatif
08/01/2025,tiktok,1234nuryati,0,klu skolh negeri gratis msalhny beli skolh sampul raport baju batik bj olh raga baju seragam total mmpir jt an jiirr,negatif
08/01/2025,tiktok,a.sofyan87,0,kasih makan samamauwo anak sekolah kasih makan,negatif
08/01/2025,tiktok,itsmemonicaaftiani25,0,swasta gratis ko kjpmangkanya guna kjp didik,netral
08/01/2025,tiktok,nazihaziha596,0,klu anak sekolah otomatis kasih anak makn tolong lebih baik kasih perlu sekolah sepatu buku tas uang jajan makan anak suka makan,negatif
08/01/2025,tiktok,sasukeajh3,0,makan gratis progam wajib,negatif
08/01/2025,tiktok,user961971022910,0,program ot bodo badog doank,negatif
08/01/2025,tiktok,user6116958830035,0,alhamdulilah,positif
08/01/2025,tiktok,tri.widodo,0,makan gratis,negatif
08/01/2025,tiktok,kasmiahadi,0,kasih gratis mintak gratis sak keluarga tah,positif
08/01/2025,tiktok,lialiaedgar,0,obat gratis,netral
08/01/2025,tiktok,zulchairiharahap77,0,miskin kaya makan beda miskin larang sakit rs terima miskin sakit uang uud pajang doank bray,negatif
08/01/2025,tiktok,pemudasyukur_yk,0,sekolah ku,negatif
08/01/2025,tiktok,yosep.tatu,0,tida bocor,negatif
08/01/2025,tiktok,kewarung,0,sekolah miskin anak lurah anak camat anak usaha,negatif
08/01/2025,tiktok,lilypiliang36_,0,ekonomi tingkat cari kerja susah tuany hasil cukup mkn gizi kta suguhin anak,negatif
08/01/2025,tiktok,user981498225324,0,murah mahal menu sedia peduli kunci pimpin tanda prabowo peduli rakyat,positif
08/01/2025,tiktok,yesi_asneli,0,ide kawal uwang bulan kasih ibu,negatif
08/01/2025,tiktok,boys_809,0,oke gas oke gas,positif
09/01/2025,tiktok,sujono.jr64,0,didik gratis guru tambah iur bayassr,negatif
08/01/2025,tiktok,mamahaden,0,anak paksa makan didik sandang pangan murah,negatif
08/01/2025,tiktok,gadiztcmadura,0,lebih baik masak,negatif
08/01/2025,tiktok,nsyifa.phone88,0,sita t,negatif
08/01/2025,tiktok,renijayusman810,0,sukabumi kabupaten,negatif
08/01/2025,tiktok,kurniati7926,0,i love sir president prabowo,positif
08/01/2025,tiktok,yosep.tatu,0,tida bocor,negatif
09/01/2025,tiktok,muhammadbudi834,0,tuu jahat kelamin anak saku,positif
09/01/2025,tiktok,kang.uta7,0,anak kaya kasih makan rewel,negatif
09/01/2025,tiktok,herukendal6,0,program mkn gratis jngn salah kelola alias dikurupsi kelola,positif
09/01/2025,tiktok,lufengxian48,0,kocak lihat komenan bawah,netral
09/01/2025,tiktok,cianjur.jago13,0,internet,netral
09/01/2025,tiktok,cianjur.jago13,0,lanjut pa makan gratis rakyat tuju,positif
09/01/2025,tiktok,saputra3226,0,santri indonesia maoan gratis,negatif
09/01/2025,tiktok,soleman.dawu,0,masyarakat,negatif
08/01/2025,tiktok,arekranto23,0,masalah progam oknum ber tanggung jawap,positif
09/01/2025,tiktok,dhekvira,0,internet gerat judol ekwkwkwkwk,negatif
09/01/2025,tiktok,hendri.lim6,0,menu diketawaain tetangga,negatif
09/01/2025,tiktok,cahayanur2244,0,miskin anak anak bahagia makan gratis prabowo,positif
09/01/2025,tiktok,user4049141813770,0,bodoh nilai buruk program,positif
09/01/2025,tiktok,nenekbayu4,0,jual nasi kantin ganda kena imbas sepi nak miski apalahi tingkat,negatif
09/01/2025,tiktok,suryaty12,0,kota cirebon makan gratis sd anak,negatif
08/01/2025,tiktok,user6107423102550,0,salsh uang ratus triliun,negatif
08/01/2025,tiktok,triantahombing,0,biarpun kata miskin gratis enak,negatif
08/01/2025,tiktok,rusma.wati801,0,bagisaya teman terimakasi udadapet makan gerat,positif
08/01/2025,tiktok,rusma.wati801,0,sudaterimakasi udadapat makan gerat,positif
08/01/2025,tiktok,7h4dhul,0,rakyat dapur kompor piring rakyat pinter masak sedang apa makan,negatif
08/01/2025,tiktok,19yanaa,0,internet gratis game anak kaya anak bangsa milik seluler makan gratis rakyat miskin,positif
08/01/2025,tiktok,wantie.aja,0,makan bergisi,positif
08/01/2025,tiktok,alfi51002,0,ooaalaah ya kasih makan gratis didik gratis uang beli kuota,positif
08/01/2025,tiktok,zck_alatas,0,presiden parah,negatif
08/01/2025,tiktok,ityk66,0,,positif
08/01/2025,tiktok,yoyon1973,0,pantesan ppn aduhh kesini lari,negatif
08/01/2025,tiktok,husennuriatna,0,program maju terap kembang gin ruwet hutang,negatif
08/01/2025,tiktok,abtwy,0,alhamdulillah terima kasih prabowo anak anak kuliah gratis depan indonesia hebat anak kuliah,positif
08/01/2025,tiktok,ratno.suratno281,0,bayangin paut th jt lebih baik kasih kakak m th modal miskin,negatif
08/01/2025,tiktok,bundayani466,0,lampung jahat kelamin,negatif
08/01/2025,tiktok,ari.jr557,0,iy kh kalimantan barat ngk makan gratis,negatif
08/01/2025,tiktok,sakhehsetiasetia,0,miskin bantu,negatif
08/01/2025,tiktok,partiozq7ra,0,bantu miskin mantap,positif
08/01/2025,tiktok,morganpsiregar1,0,makan tu tempe sayur pucuk singkong,negatif
08/01/2025,tiktok,user6639873444285,0,makan,negatif
08/01/2025,tiktok,angel_07a7,0,progam agar korupsi bawah terima komplain prabowo,positif
08/01/2025,tiktok,mentarijingga39,0,terima kasih presiden prabowo subianto tepat janji moga steril gratis kucing kucing terima kasih,positif
08/01/2025,tiktok,tfrewd1,0,makan gratis lombok sd taman ayu,negatif
08/01/2025,tiktok,triantahombing,0,syukur protes bpjs gratis alihin bayar kelas enak gratis,positif
08/01/2025,tiktok,fendozza03,0,miskin,negatif
08/01/2025,tiktok,romowijoyo859,0,makan gratis,negatif
08/01/2025,tiktok,erpiani.saragih7,0,mulia hati presiden prabowo subianto pilih rakyat indonesia sehat prabowo subianto,positif
08/01/2025,tiktok,tiarakasi.03,0,miskin makan kaya puasa h,negatif
07/01/2025,tiktok,selamet1512,0,gratis salah sasar,negatif
07/01/2025,tiktok,dlanornolobmis,0,tahan dana darimana prabowo juta anak x rupiah m indonesia lilit hutang,negatif
07/01/2025,tiktok,tirtaafiedaa,0,sekarepmu,negatif
07/01/2025,tiktok,leo426937,0,,positif
07/01/2025,tiktok,hahayudf,0,tunggu lanjut makan gratis gizi program prioritas presiden pilih,netral
07/01/2025,tiktok,agungagung190731,0,gratis dik makan,negatif
07/01/2025,tiktok,alexsanderdelfero,0,internet gratis jud online,negatif
07/01/2025,tiktok,carwashresto,0,percaya program protes mmng sempurna launching depan evaluasi diprioritaskn mrk mmbutuhkn ayo menu minim evaluasi selenggara daerah,positif
07/01/2025,tiktok,muhrofiudin26,0,syukur syukur susah cari makan kadang makan,positif
07/01/2025,tiktok,suhariwijayaa,0,usul makan gratis bothokan kesimbukan murah riah,negatif
07/01/2025,tiktok,nurulafni888,0,program anak sekolah gaperlu takut sekolah bawa uang jajan ngerasain bawa jajan sekolah alhasil ngelamun jam istirahat kelas,positif
07/01/2025,tiktok,jerrybalance,0,enga miskin,negatif
07/01/2025,tiktok,hery.mahesa1,0,kim butuh didik wowo,negatif
07/01/2025,tiktok,furidna,0,eh komennya bejir sekolah gratis program wajib ajar gratis sekolah negeri correct me if i m wrong ya ges,netral
07/01/2025,tiktok,changkrinkzhe,0,anak makan gratis,negatif
07/01/2025,tiktok,ulfati17,0,terimah kadih bp prabowo,positif
07/01/2025,tiktok,angllhye,0,komennya,netral
07/01/2025,tiktok,ni40632,0,terima kasih prabowo sayang papa prabowo gratis,positif
07/01/2025,tiktok,wahyudu113,0,didik gratis m mkn gratis ribu,negatif
07/01/2025,tiktok,faalzz17,0,miskin makan gratis bantu miskin program internet gratis seluler,positif
07/01/2025,tiktok,tambah_tresno45,0,inpo dokrter ahli gizi,negatif
07/01/2025,tiktok,luxkeria,0,didik gratis,negatif
07/01/2025,tiktok,user2954540018062,0,prabowo aamiin,positif
07/01/2025,tiktok,user7819030839443,0,lebih baik sekolah gratis,negatif
07/01/2025,tiktok,cuiygeming,0,bazer anis katepe,negatif
07/01/2025,tiktok,marthabenet.com,0,dipapua daerah miskin lihat sekolah makan butuh makan,negatif
07/01/2025,tiktok,didikspy66,0,emak bawain bekal anak menu l bih gizi,negatif
07/01/2025,tiktok,juonelee,0,prabowo lihat selengkapny,netral
07/01/2025,tiktok,abror.family,0,progam anak butuh,positif
07/01/2025,tiktok,jewrysss,0,anak pajak kasih makan anak,negatif
07/01/2025,tiktok,winz.87,0,makan gratis,negatif
07/01/2025,tiktok,putirahmam,0,lapar berfikir daya kerja sekolah,negatif
07/01/2025,tiktok,realistis4,0,anak jabat anak konglomerat kecuali kyrang kerja honor lulus p gaji bulan ribu makan keluarga sulit,negatif
07/01/2025,tiktok,lowkilometer,0,inti makan gratiss suka kasih butuh,positif
07/01/2025,tiktok,inayah2000,0,tuju makan gratis anak sekolah malas sekolah rajin,positif
07/01/2025,tiktok,dankamu083,0,kslhnnya adalh diutamain mlh skolat elit ortunya kaya,negatif
07/01/2025,tiktok,ccjjjxxpo,0,jahat kelamin omong denger,negatif
07/01/2025,tiktok,wisnuadikkk,0,anak abah ternak banteng ngomong,negatif
07/01/2025,tiktok,riskyaditya805,0,lek ahire sembarang larang opo gunane makan gratis rakyat mala sengsara,negatif
07/01/2025,tiktok,pakedi655,0,gratis komplain egk bersukur,positif
07/01/2025,tiktok,refashop555,0,mkn grtis prlu kasih uang jajan mkn anak kenyang tenang,positif
07/01/2025,tiktok,gus.andi,0,keren fundamental ekonomi efek tumbuh ekonomi masyarkat tingkat,positif
07/01/2025,tiktok,anzar_046,0,mf butuh makan gratis,negatif
07/01/2025,tiktok,priyo.budi.margiw,0,omon,negatif
07/01/2025,tiktok,ekotarkono,0,program bp miskin ttp makan anak kaya mkn gratis murid swasta mkn sekolah negeri adil tolong,negatif
07/01/2025,tiktok,zalfah_aja3,0,makan makan mati jahat kelamin,negatif
07/01/2025,tiktok,hady.suwito,0,anak sekolah susah cari makan sektor adil,negatif
07/01/2025,tiktok,mana.lagu0,0,cerdas butuh makan siang gratis,positif
07/01/2025,tiktok,bimaeror_97,0,,netral
07/01/2025,tiktok,user7380057884185,0,mending sekali sembilan bahan pokok,negatif
07/01/2025,tiktok,rifkyferdiyansah0,0,ambulu jember jatim,negatif
07/01/2025,tiktok,pemuda.tersesat911,0,kasih sekolah kota,negatif
07/01/2025,tiktok,pet19888,0,tanggal serentak sekolah guru info,negatif
07/01/2025,tiktok,dania6508,0,baceprot pa,negatif
07/01/2025,tiktok,dedyismed,0,bagaimana kalaun menu kali hari mikir wowo basa basi bref fufu fafa paham asam sulfat,negatif
07/01/2025,tiktok,ownerjenayra,0,uji coba sekolah serentak asa anak anak seko,negatif
07/01/2025,tiktok,nur.aini5963,0,peluang korupsi buka lebar,negatif
07/01/2025,tiktok,aristoteles455,0,dukung anak sarap rajin sekolah lapar,positif
07/01/2025,tiktok,semiwalacea,0,lupa makan gratis lebih baik banyak lapang kerja naik gaji karyawan makan gratis atas,negatif
07/01/2025,tiktok,piann8886,0,makan gratis php kebumen adaa,negatif
07/01/2025,tiktok,project.kzr,0,program moment korupsi,negatif
07/01/2025,tiktok,evelynevesnara,0,anak pilih makan sesuai selera anak anak,negatif
07/01/2025,tiktok,phianakbarri,0,niat praktek trjdi anak sekolah miskin dapat sekolah kenal bagaiman sekolah desa kota,netral
07/01/2025,tiktok,angga.anggri3,0,makan gratis biaya anak sekolah jaman anak putus sekolah biaya sekolah,negatif
07/01/2025,tiktok,walid080715,0,program lebih baik kasih anak langsung jajan manfaat,negatif
07/01/2025,tiktok,_rvyyyyyyy,0,bicara enak itu kasih anak smk nampan habis syukur komen enak,positif
07/01/2025,tiktok,mhmmddrp,0,kritik program lucu,positif
07/01/2025,tiktok,muliyonomuliyono74,0,epesien pend gratis manfaat siswa siswi,negatif
07/01/2025,tiktok,yulidelpiana21,0,alhmdulillah mkn hri berat biaya didik,negatif
07/01/2025,tiktok,recv47,0,rakyat emis,negatif
07/01/2025,tiktok,xiaaami0,0,ide prabowo bngt hater fitnah ejek,positif
07/01/2025,tiktok,agusasharisirait,0,makan makan gratis sekolah gratis,negatif
07/01/2025,tiktok,alicandra25gmail.com,0,didik gratis,negatif
07/01/2025,tiktok,anikzainisa,0,mikirin makan gratis anak lupa pelajrannya,negatif
08/01/2025,tiktok,hamdaniamingaming,0,miskin butuh kerja iming iming mkn gratis makn wajib klu makn hidup,negatif
08/01/2025,tiktok,nengnanda46,0,transfer persiden anak mkn sekolah mkn transfer ajar mkn rumah berangkat pulang sekolah sekolah jajan klou anak,negatif
08/01/2025,tiktok,ryanalfirantoni,0,enak kuliah makan gratis,negatif
08/01/2025,tiktok,gitos_ang,0,kenyang,negatif
08/01/2025,tiktok,agusasharisirait,0,miskin anak makan,negatif
08/01/2025,tiktok,kutu.kuprettt,0,pandai syukur makan alhamdulillah,netral
08/01/2025,tiktok,kangaliblangkon,0,kang ali blangkon progam wajib sabar butuh proses lanjut step by step progam karakter anak generasi terus bangsa makna sirat jalan lanjut tumbuh anak disiplinz tanggung ending karakter,positif
08/01/2025,tiktok,yuanandika13,0,efisien,negatif
07/01/2025,tiktok,itatcantik13,0,syukur gais terima kasih presiden,positif
08/01/2025,tiktok,shonichi_irie,0,jaman sd kasih uang saku esteh goreng syukur program makan gratis kayak gin skg,positif
08/01/2025,tiktok,retta_spencer,0,enak selera banyak sliweran fyp tingkat selera makan anjayy lauk enak,positif
08/01/2025,tiktok,sugiartitedjo,0,top,positif
08/01/2025,tiktok,tariii567_,0,mantap presiden moga sekolah ketring mkanan,positif
08/01/2025,tiktok,userhani182,0,slah makn gratis slah syukur kbnyakan mau,positif
08/01/2025,tiktok,ratnawani2,0,mantap presiden ku prabowo,positif
07/01/2025,tiktok,79_firmansyah,0,lauk tempe telor ayam sayur,negatif
07/01/2025,tiktok,sumarni_adel1234,0,kerja p prabowo omon kerja nyata janji penuh,positif
07/01/2025,tiktok,loud_hf,0,kaya makan manjain rumah,negatif
07/01/2025,tiktok,ritanurohmi0,0,spil sekolah gratis tau sekolah gratis negri swasta anak smp biaya juta bayar kontan anak terima sekolah seragam,negatif
07/01/2025,tiktok,felixgallardo__,0,lapang kerja mudah cari hasil gampang sayang anak makan vitamin gizi anak,negatif
07/01/2025,tiktok,dv.l61,0,sbgn kota bsr desa pensil gimana,negatif
07/01/2025,tiktok,khimeyna_,0,netizen anjirr realisasi nyalahin perintah tolong gantung rakyat,netral
07/01/2025,tiktok,yo_syalala,0,ko anak anak stunting gizi buruk kurang makan sanggup beli pangan solusi wowo turunin harga pangan pasar kasih makan gratis,negatif
07/01/2025,tiktok,dilandolan397,0,smp warung makan an jual jajan titip jual kantin sekolah ancam gulung tikar akibat program mbg bukti perintah dpr buta tuli ada,negatif
07/01/2025,tiktok,hack87nofun,0,omon kosong,negatif
07/01/2025,tiktok,yusufjamaludin4,0,rima gratis anak jahat kelamin th,negatif
07/01/2025,tiktok,lidya.wanmingsih,0,utama makan hidup sehat hebat pikir abai protes mrk protes tuhan serta,positif
07/01/2025,tiktok,virgo.w.damanik,0,aduh rusak kelas presiden cuman program mkan gratis,negatif
07/01/2025,tiktok,idawartida,0,ida moga makan gratis promon moga lancar,positif
07/01/2025,tiktok,pemabuk_3,0,ko sekolah,negatif
07/01/2025,tiktok,mujijaya947,0,utama makan makan perut kelap,positif
07/01/2025,tiktok,anggi.resti.yuliani,0,jambi sabak tanjung jabung timur gda pakk,negatif
07/01/2025,tiktok,namanya_juga_wahyu,0,daerah ku,negatif
07/01/2025,tiktok,ahmdizzn,0,sekolah ku,negatif
07/01/2025,tiktok,sheyraabigabil2,0,terima kasih,positif
07/01/2025,tiktok,agungmanggi.api,0,putar ekonomi,negatif
07/01/2025,tiktok,yayanypj,0,kuliah gratis,negatif
07/01/2025,tiktok,okey.com04,0,sekolah ku cuman smp guru ku bilang jngan ramai ramai bilang makan siang gratis akal akal guru sekolah,negatif
09/01/2025,tiktok,jonii_akbar,0,wabah kelapran ae miskin indonesia makan,negatif
07/01/2025,tiktok,de.lafuente01,0,makan makan makan makan makan,netral
24/02/2025,tiktok,kusuma_lovers_007,0,lihat tampak makan siang grts saksi anak percaya da sekolah grts,negatif
27/01/2025,tiktok,blondi53036,0,,positif
17/01/2025,tiktok,ohmysanz_16,0,internet gratis makan gratis mutlak mutlak berantas korupsi judol,negatif
27/01/2025,tiktok,sobatpalu88,0,syh mkn gratis anak skolh smngat lgih kurang bolos,positif
07/01/2025,tiktok,nasiuduk741,0,akibat program asal bunyi alias bunyi tertawa sembilan bahan pokok bikin murah daya beli masyarakat tingkat boss,negatif
07/01/2025,tiktok,anisah.ojan,0,etuju pa miskin tuju enternet gratia enak ajah,positif
07/01/2025,tiktok,bim411587,0,terima kasih tuhan presiden prabowo terima kasih indonesia,positif
07/01/2025,tiktok,bangkitpropertimalang,0,,positif
12/01/2025,tiktok,maeaudiaa,0,gila komen annya julid lahir ekonomi pas an tuju si program makan gratis makan pikir susah,positif
05/03/2025,tiktok,sapnapermana,0,,positif
13/01/2025,tiktok,user8161199205498,0,isu bohong bukti,negatif
15/01/2025,tiktok,yuriyandi135,0,kaya bilang makan gaenak coba lihat miskin mikirin sdm rendah,netral
26/01/2025,tiktok,uhabibah58,0,mskn pendidikn murah,negatif
04/02/2025,tiktok,himawan_bambang,0,china makan gratis contoh cina maju,positif
14/02/2025,tiktok,lyn746414,0,komen didik gratis diam sekolah negeri gratis gratis butuh murid ajah bayar kaya alat tulis buku seragam universitas tahan gratis mesti pinter ajar modal gratis unhan pinter,negatif
12/02/2025,tiktok,erni.indrayani,0,makan gratis pulang makan rumah uang jajan harga sembilan bahan pokok barang pupuk tani sulit hidup rakyat sejahterah,negatif
13/02/2025,tiktok,indochan59,0,woi korupsi,negatif
26/01/2025,tiktok,erni.indrayani,0,makan gratis dampak efek barang pajak ringan beban miskin cekik kalang tengah bawah miskin kaya,negatif
06/02/2025,tiktok,mrriiil,0,sekolah kota makan anak dalam sngat syukur,positif
26/01/2025,tiktok,nabila.925,0,pakk mi alfa tanggul jember makan gratis prabowo kanan gratis,negatif
03/02/2025,tiktok,vidoz.com,0,dasar warga kasih gratis ajar,netral
27/01/2025,tiktok,amyayuw690,0,tolong tuntas honorer puluh th tuntas,negatif
04/02/2025,tiktok,hermanbrt5,0,,positif
